id,answer_start,answer,context,question,answer_end,is binding
999647,-1,,EDN XHR utility with CSRF anti-forgery-field support,What is the source library of this binding?,-1,False
2293715,-1,,A fantasy headlines interface,What is the source library of this binding?,-1,False
243488,-1,,Ridoku: OpsWork management CLI.,What is the source library of this binding?,-1,False
3419426,-1,,Machine Learning package for amorphous materials.,What is the source library of this binding?,-1,False
1046339,30,Web MIDI,"WebMidi.js helps you tame the Web MIDI API. Send and receive MIDI messages with ease. Control instruments with user-friendly functions (playNote, sendPitchBend, etc.). React to MIDI input with simple event listeners (noteon, pitchbend, controlchange, etc.",What is the source library of this binding?,38,True
4575369,-1,,A Hybrid Approach for Automatic Artificial Intelligence Algorithm Selection and Hyperparameter Tuning,What is the source library of this binding?,-1,False
1174923,-1,,Learning Principal Graphs with DDRTree,What is the source library of this binding?,-1,False
3533258,-1,,Using for ui implemetation auotomatek sj oxsdfm ksfdj do vwe ne someth sldf ada poda k,What is the source library of this binding?,-1,False
3552246,-1,,This class contains two part : 	the first part define an arrays used for invoking the web service on Azure Machine Learning:  	 		•	The ColumnNames string array contains the column names for the input parameters.  		•	The Values string array will contain the individual values for each corresponding parameter passed into the web service call.  	The second : implement the invokeRequestResponseService who invoke the end point of web service	 		 		For more informations : anouar.ben.zahra@hotmail.com,What is the source library of this binding?,-1,False
3371480,-1,,Fast .NET Collaborative Filtering for Implicit Datasets.,What is the source library of this binding?,-1,False
2560150,-1,,Write a longer description or delete this line.,What is the source library of this binding?,-1,False
2157019,-1,,The Huginn Naive Bayes agent uses some incoming Events as a training set for Naive Bayes Machine Learning. Then it classifies Events from other sources accordingly using tags. Acts as a Huginn Agent front end to the NBayes gem (https://github.com/oasic/nbayes).,What is the source library of this binding?,-1,False
1183155,-1,,Database Transformations via JDBC,What is the source library of this binding?,-1,False
1075600,-1,,Extends the navigation service in MvvmLight with a OpenModal method.,What is the source library of this binding?,-1,False
776756,-1,,Helper to create and manipulate HTML with PHP >= 5.3,What is the source library of this binding?,-1,False
754428,-1,,A toolbox to analyze mobile phone metadata.,What is the source library of this binding?,-1,False
3214997,-1,,A command line tool to read entwine's convert into Cesium 3DTiles,What is the source library of this binding?,-1,False
1190961,-1,,Locale::CLDR - Data Package ( Perl localization data for Sinhala ),What is the source library of this binding?,-1,False
3167845,-1,,I/O for machine learning,What is the source library of this binding?,-1,False
4738580,-1,,macOS implementation of the url_launcher plugin.,What is the source library of this binding?,-1,False
2159726,-1,,Analytic Hierarchy Process(AHP) Library,What is the source library of this binding?,-1,False
4291104,-1,,A rpc/microservice framework.,What is the source library of this binding?,-1,False
67249,-1,,Finds the antipodal point of anywhere on earth (and beyond).,What is the source library of this binding?,-1,False
3821709,-1,,"Data Accelerator for Apache Spark simplifies streaming of Big Data using Spark. It is used internally at Microsoft for processing streamed data from multiple products everyday, handling data volumes at Microsoft scale. It offers a no-code experience to build Rules and Alerts, as well as numerous productivity improvements to develop and manage Spark SQL jobs on Azure HDInsights.  This is the package of web publishable files for the Web Portal.",What is the source library of this binding?,-1,False
111675,23,Tesseract OCR,A wrapper to work with Tesseract OCR inside PHP.,What is the source library of this binding?,36,True
3672417,-1,,HTML Custom Elements for Carved User Interface Design,What is the source library of this binding?,-1,False
31042,-1,,A simple Minecraft client,What is the source library of this binding?,-1,False
957321,-1,,Web Scraping Toolkit using HTML and CSS Selectors or XPath expressions,What is the source library of this binding?,-1,False
3778674,-1,,Microsoft.ML.Experimental contains experimental work such extension methods to access internal methods.,What is the source library of this binding?,-1,False
862845,-1,,Small transliteration library for the Serbian language.,What is the source library of this binding?,-1,False
218800,16,LIBLINEAR,Ruby wrapper of LIBLINEAR using SWIG,What is the source library of this binding?,25,True
1044493,-1,,A game inspired by Balance of Power: The 1990 Edition by Chris Crawford,What is the source library of this binding?,-1,False
3365917,-1,,POS Lot Selection,What is the source library of this binding?,-1,False
4487933,-1,,For mail Deep learning,What is the source library of this binding?,-1,False
420109,-1,,"DesignGridLayout is a Swing LayoutManager that helps developers build  		always good looking dialogs through a very easy-to-use API, without 		any need for a graphical GUI designer.",What is the source library of this binding?,-1,False
3780765,-1,,A bad copy of pyyaml for testing homographic vulnerabilities.,What is the source library of this binding?,-1,False
2780469,-1,,Sorting algorithms implemented in JS,What is the source library of this binding?,-1,False
2272555,0,metrictools,metrictools nodejs binding,What is the source library of this binding?,11,True
2354872,-1,,nessaws: Automate Nessus scans against AWS EC2/RDS endpoints.,What is the source library of this binding?,-1,False
245601,-1,,The comfortable twitter client for vim users on Linux.,What is the source library of this binding?,-1,False
29991,-1,,LZMA compression library.,What is the source library of this binding?,-1,False
2156337,-1,,Neuroevolution library based on NEAT (NeuroEvolution of Augmenting Topologies),What is the source library of this binding?,-1,False
688595,-1,,Evaluation of the Proportional Hazards Assumption with a Standardized Score Process,What is the source library of this binding?,-1,False
1689261,0,Skygear,Skygear BaaS JS SDK,What is the source library of this binding?,7,True
669767,-1,,A sneakier Scalar::Defer ;-),What is the source library of this binding?,-1,False
425478,-1,,"Core interfaces, classes and resources for the Oracle Tools modules.",What is the source library of this binding?,-1,False
2191971,-1,,Image augmentation library for deep neural networks,What is the source library of this binding?,-1,False
259594,22,Apache Thrift,Ruby bindings for the Apache Thrift RPC system,What is the source library of this binding?,35,True
4450034,30,RxJava,"Android specific bindings for RxJava 2.This module adds the minimum classes to RxJava that make writing reactive components in Android applications easy and hassle-free. More specifically, it provides a Scheduler that schedules on the main thread or any given Looper.",What is the source library of this binding?,36,True
2524869,-1,,A library for running inference on a DeepSpeech model,What is the source library of this binding?,-1,False
1649272,-1,,Media module for AsgardCMS. Handles the media library.,What is the source library of this binding?,-1,False
424973,-1,,Style and Grammar Checker for 25+ Languages,What is the source library of this binding?,-1,False
2598714,-1,,Queries the Active Record DB for information regarding the auto vacuum process and long running queries.,What is the source library of this binding?,-1,False
3819173,-1,,A Clojure library for retrying operations.,What is the source library of this binding?,-1,False
3432771,-1,,D3 Module Connector,What is the source library of this binding?,-1,False
1205526,-1,,GeosPy,What is the source library of this binding?,-1,False
1011499,-1,,Spatial Prediction for Function Value Data,What is the source library of this binding?,-1,False
4619556,40,HackerEarth,Simple and easy-to-use Dart wrapper for HackerEarth API which provides endpoints for compiling and running code in several languages.,What is the source library of this binding?,51,True
2407412,20,RSKImageCropper,Xamarin Binding for RSKImageCropper,What is the source library of this binding?,35,True
1095044,-1,,More human-friendly file access interface,What is the source library of this binding?,-1,False
1547642,-1,,Redistributable components for package 'AWSSDKCPP-MachineLearning'. This package should only be installed as a dependency.  (This is not the package you are looking for).,What is the source library of this binding?,-1,False
609105,38,MongoDB,Silent utilities to make the official MongoDB driver feel natural to work with in F#,What is the source library of this binding?,45,True
1034037,-1,,Add a class Punctuation with all characters,What is the source library of this binding?,-1,False
2218496,0,PRIMME,PRIMME wrapper for Python,What is the source library of this binding?,6,True
1583294,-1,,A tool to containerify your code and application for simple creation of runtime environment locally,What is the source library of this binding?,-1,False
4787930,-1,,"Generater for amazing QR Codes. Including Common, Artistic and Animated QR Codes.",What is the source library of this binding?,-1,False
230552,-1,,An OmniAuth 1.0 strategy for BookingSync OAuth2 identification.,What is the source library of this binding?,-1,False
4296682,-1,,YANG Tools Stable Features,What is the source library of this binding?,-1,False
690479,-1,,A Parallel Simulation Framework,What is the source library of this binding?,-1,False
3644658,-1,,"A reference assembly for playing CodingGame, which contains interface(s) to be implemented by players.",What is the source library of this binding?,-1,False
171496,-1,,custom event register and fire like dom event,What is the source library of this binding?,-1,False
2338611,-1,,A Thai word tokenization library using Deep Neural Network,What is the source library of this binding?,-1,False
4584917,-1,,Some tools function,What is the source library of this binding?,-1,False
1010403,57,Fullscreen API,"Simple wrapper for cross-browser usage of the JavaScript Fullscreen API, which lets you bring the page or any element into fullscreen. Smoothens out the browser implementation differences, so you don't have to.",What is the source library of this binding?,71,True
3759673,-1,,Beginner's GUI for the AI Lab container,What is the source library of this binding?,-1,False
1401801,-1,,The OpenAI Gym: A toolkit for developing and comparing your reinforcement learning agents.,What is the source library of this binding?,-1,False
2660077,-1,,HAL for the nRF52 family of microcontrollers,What is the source library of this binding?,-1,False
90053,-1,,Running php built-in web server via altax.,What is the source library of this binding?,-1,False
715447,-1,,Enables panning and zooming of SVG in an HTML document.,What is the source library of this binding?,-1,False
122970,-1,,"This package contains a collection of Monad typeclasses that support interaction with input devices such as keyboard and mice. Moreover, these typeclasses are used to create wires from the netwire package the produce mouse and keyboard input values in a reactive way. This package cannot be used independently and must be used with another package that provides instantiation of these typeclasses such as netwire-input-glfw.",What is the source library of this binding?,-1,False
31544,-1,,A high performance CSV command line toolkit.,What is the source library of this binding?,-1,False
2026472,-1,,php design demo,What is the source library of this binding?,-1,False
1010901,-1,,API WCF do Mobcast. Disponibiliza métodos com as principais funções da plataforma como criação de canais e notícias e assinatura de canais através do PM.,What is the source library of this binding?,-1,False
199019,24,escodegen,Ruby wrapper around the escodegen JavaScript generator that generates ECMA script from an abstract syntax tree.,What is the source library of this binding?,33,True
4715362,-1,,"Control future start or stop (not really, but return null immediately), that is really useful for development in fact.",What is the source library of this binding?,-1,False
2692545,-1,,Spice up your Slack-life with emojis!,What is the source library of this binding?,-1,False
3824805,-1,,基于[**PulltoRefresh.js**](http://www.boxfactura.com/pulltorefresh.js/)。,What is the source library of this binding?,-1,False
4322999,-1,,"Repository of pre-trained NLP Transformer models: BERT & RoBERTa, GPT & GPT-2, Transformer-XL, XLNet and XLM",What is the source library of this binding?,-1,False
958662,-1,,Specify YAML content directly in your Perl,What is the source library of this binding?,-1,False
688089,-1,,Multivariate Dependence Modeling with Vines,What is the source library of this binding?,-1,False
3287269,-1,,"peek functionality for arrays, allow execution of functionality for each element of the array and continue procesing of the same",What is the source library of this binding?,-1,False
4254235,16,Keras,"C# bindings for Keras on OSX - Keras.NET is a high-level neural networks API, capable of running on top of TensorFlow, CNTK, or Theano.",What is the source library of this binding?,21,True
3395074,-1,,An animating image slide show for iOS.,What is the source library of this binding?,-1,False
737027,-1,,阿里云OSS官方SDK的Composer封装，支持Yii2。,What is the source library of this binding?,-1,False
2228129,-1,,Parallel optimisation for C++ / Python,What is the source library of this binding?,-1,False
4253933,-1,,Simple PHP ORM,What is the source library of this binding?,-1,False
4240602,-1,,React Native Firebase - ML Kit Vision,What is the source library of this binding?,-1,False
119188,-1,,An APLv2-licensed Attoparsec-based parser library for comma-separated values (CSV) files. (http:/www.ietf.orgrfc/rfc4180.txt),What is the source library of this binding?,-1,False
3734931,-1,,Haskell Git Helper Tool,What is the source library of this binding?,-1,False
2599371,-1,,A simple machine learning library based on Object Oriented design principles.,What is the source library of this binding?,-1,False
262460,30,turntable,A simple ruby wrapper for the turntable API,What is the source library of this binding?,39,True
1655690,-1,,Functions that are usable for many aspect of our planet Earth,What is the source library of this binding?,-1,False
2492600,-1,,An Agent Based Modelling Engine tailored for Reinforcement Learning.,What is the source library of this binding?,-1,False
432747,-1,,A implementation of an Artifical Neural Network with Backpropagation learning.,What is the source library of this binding?,-1,False
1503239,-1,,Please see README.md,What is the source library of this binding?,-1,False
3625518,-1,,FIXME: write this!,What is the source library of this binding?,-1,False
1803815,-1,,Yet another JSON::Types module,What is the source library of this binding?,-1,False
3326789,-1,,digipolis_branding_scss,What is the source library of this binding?,-1,False
2740369,-1,,jupyXplorer: notebooks generator from data,What is the source library of this binding?,-1,False
3887945,-1,,National Vulnerability Database [https://nvd.nist.gov/] dependency-checker,What is the source library of this binding?,-1,False
1656490,-1,,"An implementation of Weighted Finite-State Transducers (WFSTs) as described in:  Mehryar Mohri, Fernando Pereira, and Michael Riley. ""The design principles of a weighted finite-state transducer library,"" In: Theoretical Computer Science vol. 231 issue 1 (2000): pp. 17-32. ",What is the source library of this binding?,-1,False
698246,-1,,Irken plugin exposing workspaces,What is the source library of this binding?,-1,False
44395,-1,,Easy-to-use game AI algorithms (Negamax etc. ),What is the source library of this binding?,-1,False
4454346,-1,,Data collection platform based on ODK standards,What is the source library of this binding?,-1,False
2121669,-1,,Bayesian Spectral Inference for Stationary Time Series,What is the source library of this binding?,-1,False
656575,-1,,Project generator for Symfony 2.,What is the source library of this binding?,-1,False
2497394,0,XGBoost,"XGBoost library for Haskell via FFI binding, on top of foundation.",What is the source library of this binding?,7,True
1985041,-1,,Client end point library for the SimpleParamRemote protocol of MegaMol,What is the source library of this binding?,-1,False
2926723,-1,,This will send email to admin and save contact query in database,What is the source library of this binding?,-1,False
1421824,-1,,"A view that takes a set of images, make transition from one to another by using flipping effects.",What is the source library of this binding?,-1,False
3866932,-1,,A fungal trophy classifier based on CAZymes,What is the source library of this binding?,-1,False
1324527,-1,,"Get an idea of what is happening with your server, see what Application Insights telemetry was sent and what was sampled and diagnose other Application Insights configuration issues.",What is the source library of this binding?,-1,False
1000486,20,Docker,Java API Client for Docker,What is the source library of this binding?,26,True
2141151,26,Project Rome Connected Devices,This package contains the Project Rome Connected Devices SDK for Xamarin on Android.,What is the source library of this binding?,56,True
2338437,-1,,A little helper of vue-loader's advanced loader configuration.,What is the source library of this binding?,-1,False
687474,-1,,Geographic Information System Application,What is the source library of this binding?,-1,False
3332909,-1,,cli for distributed deep learning worker,What is the source library of this binding?,-1,False
303232,16,jQuery.ajax,Ember-friendly `jQuery.ajax` wrapper.,What is the source library of this binding?,27,True
2561072,-1,,"This package provides efficient alternating sequences based on finger trees. These can represent sequences made up of two types of element, e and a  where two of the same type of element cannot follow each other directly.  Four different flavours are provided, isomorphic to ([(a, e)], a), ([(e, a)], e), [(a, e)], and [(e, a)].  Cons-like operations are O(1) amortised, and append operations are O(log(min(n, m))) amortised.  For more details, please see the Haddock documentation of Q4C12.TwoFinger.",What is the source library of this binding?,-1,False
4753220,-1,,"ASP.NET Core SignalR Client written for Dart that is platform-independent, and can be used on both the command-line and the browser.",What is the source library of this binding?,-1,False
1155735,-1,,Asynchronous Image Loading Framework with progress and text initial placeholder support,What is the source library of this binding?,-1,False
4536697,-1,,Symfony Serializer Trait and Test case,What is the source library of this binding?,-1,False
3453575,26,Libtorch,Node.js N-API wrapper for Libtorch,What is the source library of this binding?,34,True
4595207,-1,,Space-Time Estimation of Forest Variables using the FIA Database,What is the source library of this binding?,-1,False
2486650,0,libzdb,libzdb ruby binding,What is the source library of this binding?,6,True
4173727,-1,,Your complete customer communication platform - and not just live chat,What is the source library of this binding?,-1,False
295825,-1,,Helper class for returning specific fields in mongoose,What is the source library of this binding?,-1,False
2647022,-1,,This is a summary,What is the source library of this binding?,-1,False
4255043,-1,,This package is an add on to instabug_flutter. It intercepts any requests performed with Dio Package and sends them to the report that will be sent to the dashboard.,What is the source library of this binding?,-1,False
372587,49,Tesseract OCR," # Tess4J ## Description: A Java JNA wrapper for Tesseract OCR API. Tess4J is released and distributed under the Apache License, v2.0. ## Features: The library provides optical character recognition (OCR) support for: TIFF, JPEG, GIF, PNG, and BMP image formats Multi-page TIFF images PDF document format ",What is the source library of this binding?,62,True
4582279,-1,,Command line utility to run tests in Dart VM and collect coverage data.,What is the source library of this binding?,-1,False
645043,-1,,Apache Hadoop Project POM,What is the source library of this binding?,-1,False
3733296,-1,,AI Model Integration for python,What is the source library of this binding?,-1,False
3417370,-1,,iPIPA,What is the source library of this binding?,-1,False
2452101,-1,,A lock screen Pin/Passcode View for iPhone and iPad.,What is the source library of this binding?,-1,False
2513110,-1,,"Hanaboso custom utilities for work with objects, string, time etc.",What is the source library of this binding?,-1,False
186291,-1,,a capistrano recipe to deploy Play! apps.,What is the source library of this binding?,-1,False
3651579,-1,,MGJRouter_Swift.,What is the source library of this binding?,-1,False
3135989,-1,,com.ycframe develop frame,What is the source library of this binding?,-1,False
986167,-1,,Ternary Search Tree for Auto-Completion and Spell Checking,What is the source library of this binding?,-1,False
120916,-1,,More intelligent push-to-GitHub utility.,What is the source library of this binding?,-1,False
1377229,19,Stanford NLP,Simple wrapper for Stanford NLP tools.,What is the source library of this binding?,31,True
3668831,-1,,"Easy integrate you app with multiple analytics tracker, integrate with Firebase Analytics, Crashlytics and others",What is the source library of this binding?,-1,False
1031170,-1,,Amazon Machine Learning is a service that makes it easy for developers of all skill levels to use machine learning technology.,What is the source library of this binding?,-1,False
3899911,-1,,## Preview,What is the source library of this binding?,-1,False
825940,-1,,Deep Learning for humans,What is the source library of this binding?,-1,False
1034008,-1,,A framework for creating test data objects. Inspired by NBuilder.,What is the source library of this binding?,-1,False
381734,-1,,Root pom of all openengsb projects,What is the source library of this binding?,-1,False
384288,-1,,"Eclipse Deeplearning4j, ND4J, DataVec and more - deep learning & linear algebra for Java/Scala with GPUs + Spark",What is the source library of this binding?,-1,False
4792946,-1,,A flutter plugin to minimize the app,What is the source library of this binding?,-1,False
621104,-1,,Common linear algebra library.,What is the source library of this binding?,-1,False
401322,-1,,The Overture Tool,What is the source library of this binding?,-1,False
3251172,21,DataVec,Python interface for DataVec,What is the source library of this binding?,28,True
1993798,-1,,Generates JSON for Terraform,What is the source library of this binding?,-1,False
4009601,-1,,Please see the README on GitHub at https://github.com/matsubara0507/drone-haskell#readme,What is the source library of this binding?,-1,False
728198,-1,,"OCMockito is an Objective-C implementation of Mockito, supporting creation, verification and stubbing of mock objects.",What is the source library of this binding?,-1,False
2722576,-1,,socketcluster client component for react,What is the source library of this binding?,-1,False
723668,-1,,A lightweight websockets server for iOS built around libwebsockets supporting both synchronous and asynchronous messaging.,What is the source library of this binding?,-1,False
218546,-1,,parser and grammar for german legal texts,What is the source library of this binding?,-1,False
123151,-1,,[Index]  For package maintainers and hackage trustees,What is the source library of this binding?,-1,False
3887399,25,TDLib,Javascript interface for TDLib (telegram library),What is the source library of this binding?,30,True
1005249,-1,,Clojure html/xml parser based on jsoup.,What is the source library of this binding?,-1,False
2424323,-1,,Open Neural Network Exchange,What is the source library of this binding?,-1,False
2683515,17,BurntSushi's ripgrep,A wrapper around BurntSushi's ripgrep command,What is the source library of this binding?,37,True
3276587,24,nnutils,PyTorch bindings of the nnutils library,What is the source library of this binding?,31,True
3513744,-1,,Integrate Diesel into Actix (and Actix Web) cleanly and efficiently.,What is the source library of this binding?,-1,False
691008,-1,,Ridge Regression with Automatic Selection of the Penalty Parameter,What is the source library of this binding?,-1,False
4253039,-1,,A NLTK-port to perform stemming in Dart / Flutter and reduce words to its base.,What is the source library of this binding?,-1,False
2241226,18,Vowpal Wabbit," A wrapper around Vowpal Wabbit that allows use through Java. This wrapper is designed to be self contained. Because of the use of JNI, a number of platforms are supported in this JAR. If your platform is not supported please feel free to add it by modifying src/main/bin/build.sh accordingly. ",What is the source library of this binding?,31,True
1023481,9,Vowpal Wabbit,Official Vowpal Wabbit library including C# interface.,What is the source library of this binding?,22,True
675996,-1,,Object that treats the shape of the regular polygon,What is the source library of this binding?,-1,False
2201056,28,Dropzone,Angular wrapper library for Dropzone,What is the source library of this binding?,36,True
88109,-1,,Simple functional framework for embarrassingly parallel jobs,What is the source library of this binding?,-1,False
3137156,-1,,Apache Maven Mojo for reformatting code using the Google Code Formatter,What is the source library of this binding?,-1,False
722809,0,Adobe Mobile Services,Adobe Mobile Services SDK. Written and Supported by Adobe and is the only official Adobe Pod for the Adobe Mobile Services SDK.,What is the source library of this binding?,21,True
688405,-1,,Advanced Forest Plot Using 'grid' Graphics,What is the source library of this binding?,-1,False
723601,-1,,A flat view inspired by Google Material Design's Paper theme.,What is the source library of this binding?,-1,False
101997,-1,,Get the service locator in anywhere in zf2 statically (bad practice but needed sometimes :-) ),What is the source library of this binding?,-1,False
3680601,-1,,my eslint config base on airbnb,What is the source library of this binding?,-1,False
2549812,33,WSJ,stock api for node connects with WSJ as of now,What is the source library of this binding?,36,True
3494526,-1,,Minimal tuple library for Dart.,What is the source library of this binding?,-1,False
723460,0,Windows Azure,Windows Azure SDK for iOS.,What is the source library of this binding?,13,True
618448,36,Knockout.js,A project to create a robust set of Knockout.js bindings for the Kendo UI widgets.,What is the source library of this binding?,47,True
821662,-1,,"Listen to trigger patterns on Moni.ai, your virtual assistant",What is the source library of this binding?,-1,False
232834,27,ActiveRecord,Easy upload management for ActiveRecord with youtube api integration,What is the source library of this binding?,39,True
1001930,-1,,Caribou is a dynamic web application generator with antlers.,What is the source library of this binding?,-1,False
58447,-1,,A module for machine learning models with trace norm penalties,What is the source library of this binding?,-1,False
3398339,-1,,Implementation of DropBlock: A regularization method for convolutional networks in PyTorch.,What is the source library of this binding?,-1,False
1251263,-1,,A simple Django app that adds a custom django-admin command for saving model instances throughout a project.,What is the source library of this binding?,-1,False
425981,-1,,Web Application Security Framework,What is the source library of this binding?,-1,False
2631756,-1,,Transforms flow type annotations into runtime type checks.,What is the source library of this binding?,-1,False
2449107,-1,,A collection of useful modules for barista,What is the source library of this binding?,-1,False
729830,-1,,"Offer access to several debug tools within your app, such as CoreData browsing.",What is the source library of this binding?,-1,False
717921,-1,,A Leiningen plugin for generating new projects based on templates.,What is the source library of this binding?,-1,False
2683181,-1,,The DeepJetCore Library: Deep Learning       for High-energy Physics,What is the source library of this binding?,-1,False
4775736,-1,,Apache Benchmark result parser,What is the source library of this binding?,-1,False
177058,-1,,Neural network library for NodeJS and browser,What is the source library of this binding?,-1,False
691350,19,Vowpal Wabbit,R Interface to the Vowpal Wabbit,What is the source library of this binding?,32,True
628391,-1,,Description,What is the source library of this binding?,-1,False
3491328,-1,,[![npm version](https://img.shields.io/npm/v/deepai.svg?style=flat-square)](https://www.npmjs.org/package/deepai),What is the source library of this binding?,-1,False
4763773,-1,,"Authing dart sdk for flutter and dart Apps, you can gently auth to your App with Authing.",What is the source library of this binding?,12,False
2252436,-1,,datmo CLI to help in machine learning,What is the source library of this binding?,-1,False
1061794,-1,,Grunt plugin for semistandard linter.,What is the source library of this binding?,-1,False
3142289,-1,,metacat-connector-hive,What is the source library of this binding?,-1,False
2395109,-1,,A tool for costructing a limited sized diagnostic panels based on methylation data,What is the source library of this binding?,-1,False
1712222,-1,,Gaussian graphical models for scikit-learn.,What is the source library of this binding?,-1,False
3846534,-1,,A tool to collect words from Duden.,What is the source library of this binding?,-1,False
2590106,59,pivotTable.js,Jupyter widget (or ipywidget) wrapping the very convenient pivotTable.js library,What is the source library of this binding?,72,True
689591,-1,,Methods for Analyzing Binned Income Data,What is the source library of this binding?,-1,False
680453,-1,,"Perl extension for XML transformation, XML->HTML conversion",What is the source library of this binding?,-1,False
3481349,-1,,The world's simplest facial recognition api for .NET  This library is ported from https://github.com/ageitgey/face_recognition by C#.,What is the source library of this binding?,-1,False
2677535,-1,,"The wrapper injected class, useful for components that are recursive.",What is the source library of this binding?,-1,False
724241,-1,,CPKenburnsSlideshowView is kenburn effects imageView,What is the source library of this binding?,-1,False
2207927,16,Intel® RealSenseTM,Node.js API for Intel® RealSenseTM SDK 2.0,What is the source library of this binding?,34,True
945640,-1,,The Zen of Perl,What is the source library of this binding?,-1,False
2815262,-1,,For when you really just want to serve some files over HTTP right now!,What is the source library of this binding?,-1,False
2609485,-1,,An implementation of the Swift Algorithm Club's algorithms.,What is the source library of this binding?,-1,False
117961,-1,,"This is a Haskell (plus some extensions) implementation of a library for incremental computing.  It closely follows the implementation in the nice POPL 2002 paper Adaptive Functional Programming, by Umut Acar, Guy Blelloch and Bob Harper. ",What is the source library of this binding?,-1,False
3144905,-1,,WebJar for typedarray-pool,What is the source library of this binding?,-1,False
691218,-1,,Specificity Index Statistic,What is the source library of this binding?,-1,False
2543135,-1,,IXA pipes machine learning library (ixa2.si.ehu.es/ixa-pipes).,What is the source library of this binding?,-1,False
2705041,-1,,Storage service connector,What is the source library of this binding?,-1,False
2522341,39,prototty,Wrapper crate for frontend-independent prototty crates,What is the source library of this binding?,47,True
3359871,0,Skydive,Skydive API,What is the source library of this binding?,7,True
2061318,34,PacketSVG,This is a xamarin binding for the PacketSVG,What is the source library of this binding?,43,True
1158918,-1,,Get a collage of your anime,What is the source library of this binding?,-1,False
682721,-1,,Perl extension for BSD glob routine,What is the source library of this binding?,-1,False
1613109,-1,,request promise with cache,What is the source library of this binding?,-1,False
323941,-1,,Launch node with TOML for configuration,What is the source library of this binding?,-1,False
2183244,-1,,Parser and AST classes for Closure Templates.,What is the source library of this binding?,-1,False
3219302,-1,,This is complete data initialize service from phone number,What is the source library of this binding?,-1,False
4172624,-1,,Machine learning as a spacial computing app,What is the source library of this binding?,-1,False
1002073,-1,,{{ mustache }} for Clojure,What is the source library of this binding?,-1,False
2759046,-1,,"Features selection algorithm based on self selected algorithm, loss function and validation method",What is the source library of this binding?,-1,False
1001127,0,OpenCV,OpenCV wrapper for Clojure.,What is the source library of this binding?,6,True
3137914,-1,,moo,What is the source library of this binding?,-1,False
2409109,-1,,Tool to convert MXNet models into Apple CoreML model format.,What is the source library of this binding?,-1,False
4402936,-1,,Use the JoyMobilitySDK to integrate mobility services into your own app.,What is the source library of this binding?,-1,False
2279315,21,TensorFlow,Haskell bindings for TensorFlow,What is the source library of this binding?,31,True
3743858,-1,,Optical flow library for python.,What is the source library of this binding?,-1,False
3177716,40,DragonPanda,Client library for interacting with the DragonPanda API.,What is the source library of this binding?,51,True
197951,0,ember-data,ember-data source code wrapper for use with Ruby libs.,What is the source library of this binding?,10,True
2587913,-1,,Microfiche - it's ancient but we have a lot if it.,What is the source library of this binding?,-1,False
2402474,36,Bridge.NET,D3 Geo (d3-geo) binding library for Bridge.NET projects.,What is the source library of this binding?,46,True
610359,23,Firebase,AngularJS bindings for Firebase.,What is the source library of this binding?,31,True
2454019,-1,,学习Spec,What is the source library of this binding?,-1,False
1511105,-1,,The db dump manager module for Yii2,What is the source library of this binding?,-1,False
663667,-1,,hook of DBIx::TransactionManager commit,What is the source library of this binding?,-1,False
4031203,-1,,"Blockchain, Rebuilt for Scale",What is the source library of this binding?,-1,False
1002757,-1,,A minimal Om project template setup for Vim users,What is the source library of this binding?,-1,False
3465309,-1,,Data structure to help paginating (e.g. cursor- or next-token-driven) API calls.,What is the source library of this binding?,-1,False
4730736,-1,,Infer.NET is a framework for running Bayesian inference in graphical models. It can also be used for probabilistic programming. This package contains complete machine learning applications including a classifier and a recommender system.,What is the source library of this binding?,-1,False
1626190,-1,,"`web-library-build` is a `gulp-core-build` build rig for building web libraries. It includes build subtasks for processing css, typescript, serving, and running browser tests using karma.",What is the source library of this binding?,-1,False
256186,-1,,Extend Konf to require/whitelist fields,What is the source library of this binding?,-1,False
3145357,-1,,plugins-DoubleWeights,What is the source library of this binding?,-1,False
1641627,-1,,NodeJS package for analysing large amount of files.,What is the source library of this binding?,-1,False
2373843,41,LibIndy,A library for assisting developers using LibIndy API,What is the source library of this binding?,48,True
2520614,9,Fritz,Official Fritz SDK for Swift 5.1 and Objective-C,What is the source library of this binding?,14,True
2703439,-1,,"Embed Ruby in Swift: load Gems, run scripts, invoke APIs seamlessly in both directions.",What is the source library of this binding?,-1,False
188232,-1,,Merb implementation of ExtJS's Ext.Direct router,What is the source library of this binding?,-1,False
252339,-1,,SixArm.com » Ruby » REXML::Element.new_with_options methods,What is the source library of this binding?,-1,False
1314034,-1,,"bibdb is a simple citation resolver and bibliography manager for BibTeX. Instead of manually copy pasting bibliographies, you specify a reference to the work you want to cite (by providing a DOI or a DBLP key, for example) in a simple domain specific language. bibdb is then responsible for fetching the citations, renaming them, removing duplicates, and sorting them properly. For more information, see the https://github.com/cacay/bibdb. ",What is the source library of this binding?,-1,False
3023262,-1,,GatsbyJS starter designed with documentation and tutorial websites in mind.,What is the source library of this binding?,-1,False
4347025,-1,,Heron is a machine learning package for Python,What is the source library of this binding?,-1,False
4463460,-1,,Enables true tail recursion,What is the source library of this binding?,-1,False
689282,-1,,Family of Lasso Regression,What is the source library of this binding?,-1,False
4280590,-1,,CTR in PyTorch,What is the source library of this binding?,-1,False
